,Unnamed: 0,calories,calfromfat,fat,satfat,transfat,cho,sodium,charbo,dietfac,sugar,protein,brand
246,Crispy Fish Sandwich,570,230,25g,4.0g,0.0g,45mg,990mg,65g,3g,9g,20g,Arby's
247,Deep Fried Turkey Club Sandwich,540,250,28g,10.0g,0.0g,95mg,1630mg,38g,3g,9g,35g,Arby's
248,Deep Fried Turkey Club Wrap,580,260,29g,9g,0g,95mg,1650mg,41g,3g,7g,41g,Arby's
249,Double Roast Beef,510,210,24g,9.0g,1.5g,95mg, 1610mg,38g,2g,5g,38g,Arby's
250,Fire-Roasted Philly Steak,630,320,35g,13g,1g,100mg,1890mg,45g,3g,3g,34g,Arby's
251,Greek Gyro,710,390,44g,13.0g,0.0g,75mg,1360mg,55g,4g,6g,23g,Arby's
252,Half Pound Beef 'n Cheddar Sandwich,740,350,39g,14.0g,2.0g,130mg,2530mg,48g,2g,9g,49g,Arby's
253,Half Pound French Dip & Swiss,740,310,35g,16g,2.0g,150mg,3400mg,52g,2g,3g,55g,Arby's
254,Half Pound Roast Beef Sandwich,610,270,30g,12.0g,2.0g,130mg,2040mg,38g,2g,5g,48g,Arby's
255,Ham & Swiss Melt,300,80,8g,3.5g,0.0g,35mg,1060mg,37g,2g,6g,18g,Arby's
256,Jalapeno Bacon Ranch Wrap,600,300,33g,6g,0g,95mg,1480mg,42g,4g,7g,37g,Arby's
257,KING'S HAWAIIAN Fish Deluxe Sandwich,690,300,34g,10g,.5g,105mg,1000mg,74g,2g,19g,25g,Arby's
258,Loaded Italian Sandwich,630,320,35g,12g,0g,90mg,2370mg,49g,3g,7g,29g,Arby's
259,Pecan Chicken Salad Sandwich,840,410,46g,7g,0.5g,65mg,1190mg,83g,6g,18g,28g,Arby's
260,Reuben Sandwich,680,280,31g,8.0g,0.5g,80mg,2420mg,62g,4g,5g,37g,Arby's
261,Roast Beef Gyro,550,260,29g,7.0g,1g,60mg,1290mg,48g,3g,5g,24g,Arby's
262,Roast Chicken Club,460,170,19g,6.0g,0.0g,70mg,1440mg,42g,2g,9g,30g,Arby's
263,"Roast Turkey, Ranch & Bacon Sandwich",810,310,35g,10.0g,0.5g,80mg,2420mg,79g,5g,16g,45g,Arby's
264,"Roast Turkey, Ranch & Bacon Wrap",630,290,32g,9g,.5g, 85mg,2080mg,43g,3g,7g,44g,Arby's
265,Southwest Chicken Avocado Wrap,430,140,16g,3g,0g,65mg,1070mg,42g,5g,5g,31g,Arby's
266,Spicy Greek Gyro,720,390,44g,13g,0g,75mg,1700mg,58g,4g,8g,23g,Arby's
267,Super Roast Beef,440,170,19g,6g,1.0g,50mg,1080mg,43g,3g,11g,23g,Arby's
268,Turkey Gyro,470,180,20g,3.5g,0.0g,45mg,1520mg,48g,3g,5g,25g,Arby's
269,Buffalo Chicken Slider,300,120,14g,2.0g,0.0g,25mg,940mg,31g,1g,2g,12g,Arby's
270,Pizza Slider,280,140,16g,6g,0g,30mg,940mg,22g,1g,2g,12g,Arby's
271,Barq's Root Beer,180,0, 22 fluid ounces, 250 , 0 , 30 fluid ounces, 340 , 0 , 40 ounces, 450 , 0 ,Arby's
272,Coca-Cola,160,0, 22 fluid ounces, 220 , 0 , 30 fluid ounces, 300 , 0 , 40 fluid ounces, 400 , 0 ,Arby's
273,Coca-Cola Zero Sugar,0,0, 16 fluid ounces, 0 , 0 , 40 fluid ounces, 0 , 0 , 22 fluid ounces, 0 , 0 ,Arby's
274,Diet Coke,0,0, 22 fluid ounces, 0 , 0 , 30 fluid ounces, 0 , 0 , 16 fluid ounces, 0 , 0 ,Arby's
275,Dr Pepper,250,0,0g,0g,0g,0mg,60mg,68g,0g,68g,0g,Arby's
276,Dr Pepper,250,0,0g,0g,0g,0mg,60mg,68g,0g,68g,0g,Arby's
277,Hi-C Flashin' Fruit Punch,170,0, 22 fluid ounces, 230 , 0 , 30 fluid ounces, 310 , 0 , 40 fluid ounces, 420 , 0 ,Arby's
278,Mello Yello,170,0, 22 fluid ounces, 240 , 0 , 30 fluid ounces, 330 , 0 , 40 fluid ounces, 440 , 0 ,Arby's
279,Minute Maid Light Lemonade,5,0, 22 fluid ounces, 10 , 0 , 30 fluid ounces, 15 , 0 , 40 fluid ounces, 20 , 0 ,Arby's
280,Nestle Pure Life Bottled Water,0,0,0g,0.0g,0.0g,0mg,0mg,0g,0g,0g,0g,Arby's
281,Orange Juice,140,0,0g,0.0g,0.0g,0mg,0mg,33g,1g,26g,2g,Arby's
282,Powerade Mountain Berry Blast,90,0, 22 fluid ounces, 130 , 0 , 30 fluid ounces, 180 , 0 , 40 fluid ounces, 240 , 0 ,Arby's
283,Sprite,160,0, 22 fluid ounces, 220 , 0 , 30 fluid ounces, 300 , 0 , 40 fluid ounces, 400 , 0 ,Arby's
284,Bacon & Cheese Croissant,330,170,19g,10.0g,0.0g,50mg,670mg,27g,1g,3g,13g,Arby's
285,Bacon Biscuit,340,150,17g,10.0g,0.0g,15mg,1180mg,36g,1g,3g,12g,Arby's
286,"Bacon, Egg & Cheese Biscuit",480,260,29g,15.0g,0.0g,155mg,1720mg,38g,1g,5g,18g,Arby's
287,"Bacon, Egg & Cheese Croissant",440,250,27g,13.0g,0.5g,185mg,1010mg,29g,1g,5g,18g,Arby's
288,"Bacon, Egg & Cheese Sourdough",490,200,23g,8.0g,0.0g,155mg,1260mg,46g,2g,6g,23g,Arby's
289,"Bacon, Egg & Cheese Wrap",500,240,27g,10.0g,0.0g,160mg,1370mg,42g,4g,5g,20g,Arby's
290,Chicken Biscuit,390,160,18g,9.0g,0.0g,20mg,1330mg,44g,2g,2g,13g,Arby's
291,French Toast Sticks,350,90,10g,1.5g,0.0g,0mg,250mg,57g ,5g,13g,7g,Arby's
292,Ham & Egg with Biscuit Platter,570,260,29g,12g,0g,265mg,1830mg,50g,2g,5g,23g,Arby's
293,Ham & Swiss Croissant,340,160,17g,10.0g,0.0g,70mg,910mg,29g,1g,4g,16g,Arby's
294,Ham Biscuit,340,140,16g,9.0g,0.0g,30mg,1420mg,37g,1g,4g,13g,Arby's
295,"Ham, Egg & Cheese Biscuit",470,220,25g,12.0g,0.0g,165mg,1830mg,39g,1g,5g,21g,Arby's
296,"Ham, Egg & Cheese Croissant",420,210,23g,11.0g,0.5g,195mg,1120mg,30g,1g,5g,21g,Arby's
297,"Ham, Egg & Cheese Sourdough",470,170,19g,6.0g,0.0g,165mg,1370mg,47g,2g,6g,26g,Arby's
298,"Ham, Egg & Cheese Wrap",440,200,22g,8.0g,0.0g,160mg,1280mg,42g,4g,5g,17g,Arby's
299,Sausage & Cheese Croissant,490,310,35g,16.0g,0.0g,80mg,940mg,28g,1g,3g,15g,Arby's
300,Sausage & Egg with Biscuit Platter,720,420,46g,18g,0g,275mg,1860mg,50g,3g,4g,22g,Arby's
301,Sausage Biscuit,500,300,33g,15.0g,0.0g,40mg,1450mg,36g,1g,3g,12g,Arby's
302,"Sausage, Egg & Cheese Biscuit",640,400,45g,20.0g,0.0g,185mg,1990mg,39g,1g,5g,20g,Arby's
303,"Sausage, Egg & Cheese Croissant",590,390,44g,19.0g,0.5g,215mg,1280mg,30g,1g,5g,20g,Arby's
304,"Sausage, Egg & Cheese Sourdough",640,350,39g,13.0g,0.0g,185mg,1530mg,47g,2g,6g,25g,Arby's
305,"Sausage, Egg & Cheese Wrap",630,370,41g,15.0g,0.0g,185mg,1550mg,42g,4g,5g,20g,Arby's
306,Chopped Side Salad,70,45,5g,2.5g,0.0g,15mg,100mg,4g,1g,2g,5g,Arby's
307,Roast Chicken Salad,250,120,14g,7g,0g,75mg,690mg,8g,3g,4g,25g,Arby's
308,Arby's Sauce,15,0,0g,0.0g,0.0g,0mg,180mg,3g,0g,2g,0g,Arby's
309,Balsamic Vinaigrette Dressing,130,110,12g,2.0g,0.0g,0mg,470mg,5g,0g,5g,0g,Arby's
310,Bronco Berry Sauce,60,0,0g,0.0g,0.0g,0mg,25mg,15g,0g,15g,0g,Arby's
311,Buffalo Dipping Sauce,10,10,1g,0.0g,0.0g,0mg,720mg,2g,0g,0g,0g,Arby's
312,Buttermilk Ranch Dressing,210,200,22g,3.5g,0.0g,10mg,330mg,2g,0g,1g,0g,Arby's
313,Cheddar Cheese Sauce,50,35,4g,.5g,0.0g,0mg,370mg,4g,0g,0g,1g,Arby's
314,Cheese Slice,50,40,4g,3.0g,0.0g,15mg,240mg,0g,0g,0g,3g,Arby's
315,Dijon Honey Mustard Dressing,180,150,16g,2.5g,0.0g,15mg,230mg,7g,0g,7g,0g,Arby's
316,Honey Mustard Dipping Sauce,130,120,13g,2.0g,0.0g,10mg,160mg,5g,0g,4g,0g,Arby's
317,Horsey Sauce,60,45,5g,1.0g,0.0g,5mg,150mg,3g,0g,2g,0g,Arby's
318,Ketchup,10,0,0g,0.0g,0.0g,0mg,85mg,3g,0g,2g,0g,Arby's
319,Light Italian Dressing,15,10,1g,0.0g,0.0g,0mg,730mg,2g,0g,2g,0g,Arby's
320,Marinara Sauce,35,15,2g,0.0g,0.0g,0mg,160mg,5g,1g,2g,1g,Arby's
321,Ranch Dipping Sauce,100,90,10g,2g,0g,15mg,135mg,1g ,0g,1g,1g,Arby's
322,Spicy Three Pepper,25,10,1g,0.0g,0.0g,0mg,130mg,3g,0g,3g,0g,Arby's
323,Tangy Barbeque Sauce,45,0,0g,0.0g,0.0g,0mg,360mg,10g,0g,8g,0g,Arby's
324,Andes Mint Chocolate Shake,340,70, 16 oz, 660 , 200 , 24 oz, 890 , 250 , 32 oz, 1130 , 330 ,Arby's
325,Apple Turnover,430,160,18g,9.0g,0.0g,0mg, 210mg,64g,2g,39g,4g,Arby's
326,Caramel Cinnamon Shake,340,70, 1 shake, 580 , 160 , 1 shake, 810 , 210 , 1 shake, 1040 , 270 ,Arby's
327,Cherry Turnover,390,120,13g,6.0g,0.0g,0mg,200mg,64g,2g,40g,4g,Arby's
328,Chocolate Shake,350,80, 369g, 590 , 160 , 587g, 830 , 220 , 758g, 830 , 220 ,Arby's
329,Jamocha Shake,340,80, 369g, 440 , 110 , 587g, 810 , 210 , 758g, 1030 , 280 ,Arby's
330,Orange Cream Shake,310,70, 16 fl oz, 530 , 150 , 24 fl oz, 750 , 200 , 32 fl oz, 950 , 260 ,Arby's
331,Salted Caramel & Chocolate Cookie,430,160,18g,10.0g,0.0g,30mg,360mg,63g,1g,33g,4g,Arby's
332,Triple Chocolate Cookie,450,190,21g,13.0g,0.0g,40mg,370mg,60g,2g,31g,5g,Arby's
333,Vanilla Shake,280,70, 376g, 490 , 160 , 534g, 690 , 210 , 700g, 900 , 270 ,Arby's
334,Crinkle Fries,250,110, 139g, 390 , 170 , 190g, 530 , 230 , 221g, 620 , 270 ,Arby's
335,Curly Fries,250,120, 128g, 410 , 200 , 170g, 550 , 260 , 201g, 650 , 310 ,Arby's
336,GoGo SqueeZ Applesauce,60,0,0g,0.0g,0.0g,0mg,20mg,15g,1g,12g,0g,Arby's
337,Homestyle Fries,240,100, 126g, 350 , 140 , 170g, 480 , 190 , 213g, 600 , 240 ,Arby's
338,Loaded Curly Fries,670,400,44g,8g,0g,30mg,1950mg,57g,5g,2g,12g,Arby's
339,Loaded Potato Bites,530,270,30g,10.0g,1.0g,45mg,1040mg,50g,4g,1g,14g,Arby's
340,Sweet Potato Waffle Fries,250,120, 85g, 310 , 150 , 116g, 430 , 210 , 133g, 490 , 240 ,Arby's
341,Ancient Grain Bagel,290,35,4g,0.5g,0g,0mg,450mg,53g,9g,9g,12g,Au Bon Pain
342,Cinnamon Raisin Bagel,270,5,1g,0g,0g,0mg,470mg,57g,4g,11g,10g,Au Bon Pain
343,Everything Bagel,270,15,1.5g,0g,0g,0mg,660mg,54g,4g,6g,10g,Au Bon Pain
344,Garden Vegetable Cream Cheese,100,90,10g,6g,0g,30mg,230mg, 2g,0g,2g,2g,Au Bon Pain
345,Herb Cream Cheese,90,60,7g,4.5g,0g,25mg,180mg,4g,0g,2g,3g,Au Bon Pain
346,Jalapeno Cheddar Bagel,320,50,5g,3.5g,0g,15mg,710mg,54g,4g,6g,13g,Au Bon Pain
347,Plain Bagel,260,5,0.5g,0g,0g,0mg,510mg,53g ,4g,5g,10g,Au Bon Pain
348,Sesame Seed Bagel,280,20,2g,0g,0g,0mg,510mg,54g,4g,5g,10g,Au Bon Pain
349,Whole Wheat Skinny Bagel,90,5,1g,0g,0g,0mg,230mg,21g,6g,1g,5g,Au Bon Pain
350,Ancient Grain Breadstick,160,20,2.5g,0g,0g,0mg,230mg,30g,5g,5g,7g,Au Bon Pain
351,Asiago Breadstick,150,15,2g,1g,0g,5mg,290mg,27g,2g,3g,6g,Au Bon Pain
352,Ciabatta,260,10,1g,0g,0g,0mg,580mg,53g,2g,2g,10g,Au Bon Pain
353,Country White Bread,220,10,1g,0g,0g,0mg,480mg,45g,1g,1g,8g,Au Bon Pain
354,Tortilla Wrap,280,60,7g,3.5g,0g,0mg,240mg,45g,2g,1g,7g,Au Bon Pain
355,Whole Wheat Tortilla Wrap,260,70,8g,1.5g,0g,0mg,270mg,43g,6g,1g,8g,Au Bon Pain
356,2 Eggs On A Bagel,400,100,11g,4.5g,0g,330mg,650mg,54g,4g,6g,21g,Au Bon Pain
357,2 Eggs On A Bagel With Bacon,450,140,15g,6g,0g,345mg,890mg,55g,4g,6g,23g,Au Bon Pain
358,2 Eggs On A Bagel With Bacon And Cheese,510,180,20g,9g,0g,360mg,980mg,55g,4g,6g,27g,Au Bon Pain
359,2 Eggs On A Bagel With Cheese,460,140,16g,7g,0g,345mg,740mg,54g,4g,6g,24g,Au Bon Pain
360,2 Eggs On A Bagel With Ham,470,130,14g,5g,0g,360mg,1080mg,56g,4g,8g,28g,Au Bon Pain
361,"2 Eggs, Bacon And Cheddar On Ciabatta",510,180,20g,9g,0g,360mg,1050mg,54g,2g,3g,28g,Au Bon Pain
362,Egg Whites And Cheddar On Skinny Wheat Bagel,210,60,7g,4.5g,0g,20mg,490mg,22g,6g,1g,19g,Au Bon Pain
363,Smoked Salmon Wasabi Sandwich,390,80,9g,4g,0g,30mg,940mg,59g,4g,9g,19g,Au Bon Pain
364,Southwest Egg Wrap,620,270,30g,11g,0g,350mg,660mg,63g,6g,7g,26g,Au Bon Pain
365,The Good Egg Sandwich,490,250,28g,9g,0g,350mg,730mg,37g,3g,2g,22g,Au Bon Pain
366,Espresso Double Shot,10,0,0g,0g,0g,0mg,15mg,1g,0g,1g,0g,Au Bon Pain
367,Whipped Cream Topping,20,15,1.5g,1g,0g,5mg,0mg,0g,0g,0g,0g,Au Bon Pain
368,Almonds,170,130,14g,1g,0g,0mg,0mg,6g,4g,1g,6g,Au Bon Pain
369,Apple Smoked Bacon,130,90,10g,3.5g,0g,15mg,660mg,0g,0g,0g,9g,Au Bon Pain
370,Asiago Cheese,110,70,8g,5g,0g,25mg,170mg,1g,0g,0g,7g,Au Bon Pain
371,Black Bean & Corn Salad,35,10,1.5g,0g,0g,0mg,50mg,4g,1g,1g,2g,Au Bon Pain
372,Black Beans,30,0,0g,0g,0g,0mg,30mg,5g,1g,0g,2g,Au Bon Pain
373,Caesar Salad,25,10,1g,0g,0g,0mg,35mg,3g,1g,0g,1g,Au Bon Pain
374,Cantaloupe,10,0,0g,0g,0g,0mg,0mg,2g ,0g,2g,0g,Au Bon Pain
375,Carrot & Raisin Salad,80,60,7g,1g,0g,5mg,55mg,5g,0g,3g,0g,Au Bon Pain
376,Carrots,10,0,0g,0g,0g,0mg,20mg,3g,1g,1g,0g,Au Bon Pain
377,Chicken Salad,45,20,2.5g,0g,0g,20mg,110mg,1g,0g,0g,6g,Au Bon Pain
378,Chickpeas,20,5,0g,0g,0g,0mg,30mg,3g,1g,1g,1g,Au Bon Pain
379,Chickpeas & Tomatoes Salad,35,20,2g,0g,0g,0mg,100mg,3g,1g,1g,1g,Au Bon Pain
380,Corn,20,5,0g,0g,0g,0mg,0mg,4g,1g,2g,1g,Au Bon Pain
381,Cottage Cheese,30,10,1.5g,1g,0g,5mg,110mg,1g,0g,1g,3g,Au Bon Pain
382,Croutons,90,20,2.5g,0g,0g,0mg,140mg,14g,1g,1g,3g,Au Bon Pain
383,Cucumbers,5,0,0g,0g,0g,0mg,0mg,1g,0g,0g,0g,Au Bon Pain
384,Edamame,40,15,2g,0g,0g,0mg,0mg,3g,1g,1g,4g,Au Bon Pain
385,Feta,100,70,8g,4.5g,0g,25mg,250mg,1g,0g,0g,6g,Au Bon Pain
386,Grapefruit Sections,10,0,0g,0g,0g,0mg,0mg,3g,1g,2g,0g,Au Bon Pain
387,Grapes,20,0,0g,0g,0g,0mg,0mg,5g,0g,4g,0g,Au Bon Pain
388,Greek Vanilla Yogurt,20,0,0g,0g,0g,0mg,10mg,3g,0g,3g,2g,Au Bon Pain
389,Hard Boiled Eggs,45,25,3g,1g,0g,105mg,35mg,0g,0g,0g,4g,Au Bon Pain
390,Honeydew,10,0,0g,0g,0g,0mg,5mg,3g,0g,2g,0g,Au Bon Pain
391,Kalamata Olives,70,50,6g,0.5g,0g,0mg,390mg,4g,1g,0g,1g,Au Bon Pain
392,Lettuce Blend,5,0,0g,0g,0g,0mg,0mg,1g,1g,0g,0g,Au Bon Pain
393,Mediterranean Pasta Salad,50,20,2g,0g,0g,0mg,50mg,7g,1g,1g,2g,Au Bon Pain
394,Mixed Salad Greens,5,0,0g,0g,0g,0mg,5mg,1g,1g,0g,0g,Au Bon Pain
395,Mozzarella Cheese,70,45,5g,3.5g,0g,20mg,70mg,0g,0g,0g,6g,Au Bon Pain
396,Onion,10,0,0g,0g,0g,0mg,0mg,3g,0g,1g,0g,Au Bon Pain
397,Pesto Tortellini,60,35,3.5g,0g,0g,5mg,55mg,5g,0g,0g,1g,Au Bon Pain
398,Pickled Beets,20,0,0g,0g,0g,0mg,75mg,5g,0g,4g,0g,Au Bon Pain
399,Red Pepper,10,0,0g,0g,0g,0mg,115mg,2g,1g,1g,0g,Au Bon Pain
400,Romaine Lettuce,5,0,0g,0g,0g,0mg,0mg,1g,1g,0g,0g,Au Bon Pain
401,Sliced Chicken,35,5,0.5g,0g,0g,20mg,50mg,1g,0g,0g,7g,Au Bon Pain
402,Spinach,5,0,0g,0g,0g,0mg,20mg,1g,1g,0g,1g,Au Bon Pain
403,Sweetened Dried Cranberries,100,0,0g,0g,0g,0mg,0mg,24g,1g,19g,0g,Au Bon Pain
404,Tomatoes,5,0,0g,0g,0g,0mg,0mg,1g,0g,1g,0g,Au Bon Pain
405,Tuna,35,0,0g,0g,0g,15mg,40mg,1g,0g,0g,9g,Au Bon Pain
406,Turkey,30,5,0g,0g,0g,15mg,200mg,0g,0g,0g,7g,Au Bon Pain
407,Walnuts,190,170,19g,1.5g,0g,0mg,0mg,1g,3g,1g,4g,Au Bon Pain
408,Wontons,140,60,6g,1g,0g,0mg,150mg,18g,1g,1g,3g,Au Bon Pain
409,Brownie Bites,640,290,33g,14g,0g,90mg,230mg,87g,5g,68g,8g,Au Bon Pain
410,Chewy Marshmallow Bar,260,50,5g,3.5g,0g,15mg,250mg,50g,0g,27g,2g,Au Bon Pain
411,Chocolate Chip Cookie,370,160,18g,11g,0g,45mg,120mg,54g,2g,35g,3g,Au Bon Pain
412,Chocolate Cranberry Almond Coconut Macaroon,290,150,16g,13g,0g,0mg,110mg,34g,2g,25g,4g,Au Bon Pain
413,Cinnamon Swirl Roll,530,230,25g,13g,0g,70mg,360mg,73g,4g,37g,6g,Au Bon Pain
414,Classic Oatmeal Raisin Cookie,290,100,11g,6g,0g,40mg,150mg,46g,2g,24g,4g,Au Bon Pain
415,Double Chocolate Brownie,500,240,27g,12g,0g,75mg,190mg,66g,4g,50g,6g,Au Bon Pain
416,Double Chocolate Mudslide Cookie,370,170,19g,10g,0g,50mg,170mg,50g,2g,32g,5g,Au Bon Pain
417,English Toffee Cookie,320,140,16g,9g,0g,50mg,240mg,42g,1g,25g,4g,Au Bon Pain
418,Iced Carrot Cake,430,200,23g,3g,0g,70mg,330mg,52g,2g,32g,6g,Au Bon Pain
419,Iced Lemon Pound Cake,470,190,21g,11g,0g,140mg,510mg,66g,1g,41g,6g,Au Bon Pain
420,Mini Chocolate Chip Cookies,560,240,27g,16g,0g,70mg,180mg,81g,3g,52g,5g,Au Bon Pain
421,Palmier,380,180,20g,12g,0g,50mg,320mg,46g,1g,14g,5g,Au Bon Pain
422,Almond Croissant,500,270,31g,13g,0.5g,110mg,390mg,47g,3g,16g,11g,Au Bon Pain
423,Apple And Cinnamon Croissant,220,70,8g,4.5g,0g,30mg,290mg,35g,2g,14g,5g,Au Bon Pain
424,Chocolate Croissant,470,230,25g,16g,0g,75mg,380mg,55g,3g,25g,8g,Au Bon Pain
425,Ham And Cheese Croissant,410,190,21g,13g,0.5g,85mg,590mg,25g,1g,6g,18g,Au Bon Pain
426,Plain Croissant,280,140,16g,9g,0g,65mg,320mg,28g,1g,4g,6g,Au Bon Pain
427,Spinach And Cheese Croissant,320,160,18g,11g,0g,70mg,420mg,32g,1g,5g,7g,Au Bon Pain
428,Sweet Cheese Croissant,410,200,22g,13g,0.5g,95mg,420mg,46g,1g,22g,8g,Au Bon Pain
429,Raspberry Almond Danish,500,200,22g,10g,0g,55mg,320mg,66g,4g,34g,9g,Au Bon Pain
430,Sweet Cheese Danish,410,180,20g,12g,0g,70mg,410mg,50g,2g,19g,7g,Au Bon Pain
431,Mayan Chicken Harvest Hot Bowl,550,90,10g,3.5g,0g,55mg,870mg,84g,7g,6g,31g,Au Bon Pain
432,Mediterranean Chicken Harvest Hot Bowl,700,240,27g,6g,0g,90mg,780mg,76g,5g,4g,37g,Au Bon Pain
433,Roasted Vegetarian Harvest Hot Bowl,640,290,32g,6g,0g,15mg,700mg,75g,5g,4g,12g,Au Bon Pain
434,Teriyaki Steak Harvest Hot Bowl,650,100,11g,3g,0g,65mg,670mg,98g,6g,10g,40g,Au Bon Pain
435,Roasted Potatoes,35,10,1g,0g,0g,0mg,110mg,6g,1g,0g,1g,Au Bon Pain
436,Sausage With Peppers And Onions,40,25,2.5g,0.5g,0g,5mg,110mg,1g,0g,0g,3g,Au Bon Pain
437,Scrambled Eggs,30,15,2g,0.5g,0g,85mg,75mg,1g,0g,0g,3g,Au Bon Pain
438,"Scrambled Eggs, Ham & Cheese",40,20,2.5g,1g,0g,75mg,100mg,1g,0g,1g,3g,Au Bon Pain
439,Warm Apple Bake,80,30,3g,2g,0g,10mg,90mg,11g,0g,4g,2g,Au Bon Pain
440,Adobo Chicken,25,5,0.5g,0g,0g,10mg,125mg,1g,0g,1g,4g,Au Bon Pain
441,Asian Rice With Edamame & Carrots,30,5,0g,0g,0g,0mg,10mg,6g,0g,0g,1g,Au Bon Pain
442,Beef & Broccoli,30,10,1g,0g,0g,10mg,105mg,2g,0g,1g,3g,Au Bon Pain
443,Black Beans & Rice,25,0,0g,0g,0g,0mg,15mg,5g,1g,0g,1g,Au Bon Pain
444,Broccoli Chicken Pasta Alfredo,50,15,2g,1g,0g,10mg,40mg,5g,0g,0g,2g,Au Bon Pain
445,Brown Rice,30,5,0g,0g,0g,0mg,15mg,6g,0g,0g,1g,Au Bon Pain
446,Bruschetta Wings,70,45,5g,1g,0g,20mg,160mg,0g,0g,0g,6g,Au Bon Pain
447,Chicken Dumplings,45,10,1g,0g,0g,5mg,150mg,7g,0g,1g,2g,Au Bon Pain
448,Chipotle Wings,70,40,4.5g,1g,0g,20mg,190mg,2g,0g,1g,6g,Au Bon Pain
449,Corn Bread,100,45,5g,1g,0g,20mg,60mg,13g,0g,6g,1g,Au Bon Pain
450,Honey & Herb Carrots,25,10,1.5g,1g,0g,5mg,30mg,4g,1g,1g,0g,Au Bon Pain
451,Meatballs In Marinara Sauce With Penne,50,25,2.5g,1g,0g,5mg,105mg,4g,1g,1g,2g,Au Bon Pain
452,Mediterranean Rice,35,5,0.5g,0g,0g,0mg,25mg,6g,0g,0g,1g,Au Bon Pain
453,Pork Carnitas,45,20,2.5g,0.5g,0g,10mg,110mg,1g,0g,1g,5g,Au Bon Pain
454,Pulled BBQ Pork,45,10,1.5g,0g,0g,10mg,150mg,4g,0g,4g,4g,Au Bon Pain
455,Red Beans & Rice,25,5,0g,0g,0g,0mg,55mg,5g,1g,0g,1g,Au Bon Pain
456,Roasted Corn & Jalapenos,20,5,0g,0g,0g,0mg,20mg,4g,1g,2g,1g,Au Bon Pain
457,Roasted Mediterranean Vegetables,35,15,2g,0g,0g,0mg,95mg,4g,1g,1g,1g,Au Bon Pain
458,Sesame Green Beans,20,10,1g,0g,0g,0mg,55mg,2g,1g,1g,1g,Au Bon Pain
459,Smothered Beans,30,20,2g,1g,0g,5mg,105mg,2g,0g,1g,1g,Au Bon Pain
460,Southwest Wings,70,45,5g,1.5g,0g,20mg,170mg,0g,0g,0g,6g,Au Bon Pain
461,Sweet & Sour Wings,70,40,4.5g,1.5g,0g,20mg,180mg,1g,0g,1g,6g,Au Bon Pain
462,Tomato Asiago Rice,35,10,1g,0.5g,0g,0mg,25mg,5g,0g,0g,1g,Au Bon Pain
463,Vegetable Lasagna,45,25,2.5g,1.5g,0g,10mg,75mg,3g,0g,1g,3g,Au Bon Pain
464,Blueberry Muffin,480,220,25g,4.5g,0g,85mg,330mg,59g,1g,34g,6g,Au Bon Pain
465,Coffee Cake Muffin,630,290,32g,8g,0g,90mg,400mg,78g,2g,46g,6g,Au Bon Pain
466,Corn Muffin,470,200,22g,4g,0g,85mg,290mg, 62g,1g,28g,7g,Au Bon Pain
467,Double Chocolate Chunk Muffin,580,270,30g,8g,0g,90mg,320mg,66g,2g,41g,8g,Au Bon Pain
468,Raisin Bran Muffin,430,110,12g,2.5g,0g,100mg,350mg,75g,7g,31g,10g,Au Bon Pain
469,Avocado Green Goddess Dressing,140,120,14g,1.5g,0g,15mg,260mg,3g,0g,2g,1g,Au Bon Pain
470,Balsamic Vinaigrette,80,60,7g,1g,0g,0mg,270mg,5g,0g,5g,0g,Au Bon Pain
471,Caesar Dressing,190,170,19g,3.5g,0g,15mg,500mg,3g,0g,2g,2g,Au Bon Pain
472,Chili Lime Vinaigrette,110,80,9g,1g,0g,0mg,300mg,7g,0g,6g,0g,Au Bon Pain
473,Citrus Lime Vinaigrette,110,80,9g,1g,0g,0mg,260mg,7g,0g,6g,0g,Au Bon Pain
474,Lemon Vinaigrette,150,130,14g,1.5g,0g,0mg,370mg,6g,0g,5g,0g,Au Bon Pain
475,Ranch Dressing,180,170,19g,3g,0g,15mg,290mg,4g,0g,1g,1g,Au Bon Pain
476,Thai Dressing,120,50,6g,0.5g,0g,0mg,550mg,16g,0g,14g,1g,Au Bon Pain
477,Caesar Asiago Salad,160,60,7g,3g,0g,15mg,230mg,19g,4g,2g,8g,Au Bon Pain
478,Chicken Caesar Asiago Salad,290,80,9g,3.5g,0g,90mg,410mg,21g,4g,2g,33g,Au Bon Pain
479,Chicken Cobb With Avocado Salad,460,220,25g,10g,0g,270mg,970mg,17g,6g,7g,44g,Au Bon Pain
480,Harvest Turkey Salad,380,130,15g,3.5g,0g,75mg,790mg,32g,6g,22g,30g,Au Bon Pain
481,Side Garden Salad,50,5,0g,0g,0g,0mg,35mg,11g,4g,5g,2g,Au Bon Pain
482,Smoky BBQ Chicken Salad,410,160,18g,4g,0g,80mg,770mg,34g,6g,15g,29g,Au Bon Pain
483,Southwest Chicken Salad,380,120,13g,2g,0g,70mg,380mg,39g,9g,9g,32g,Au Bon Pain
484,Thai Peanut Chicken Salad,250,50,6g,1g,0g,80mg,290mg,23g,5g,6g,29g,Au Bon Pain
485,Vegetarian Deluxe Salad,260,120,13g,5g,0g,25mg,820mg,26g,8g,10g,12g,Au Bon Pain
486,2 Tomato Caprese Sandwich,570,250,28g,8g,0g,35mg,1020mg,59g,3g,6g,21g,Au Bon Pain
